,temp,humidity,dew,wind,rain,solar_rad,pressure
4/9/2022,19.08,53.76,7.25,1.94,0,26.55,96.47
4/10/2022,21.37,43.65,5.3,2.91,0,25.65,96
4/11/2022,16.23,69.26,9.76,3.36,0.13,18.8,96.02
4/12/2022,15.83,65.94,8.28,2.32,0.35,23.48,96.22
4/13/2022,16.12,65.33,8.46,2.78,0.26,26.02,96.25
4/14/2022,16.43,59.78,6.01,3.37,0.01,29.01,96.38
4/15/2022,19.32,54.5,7.84,3.34,0,28.3,96.47
4/16/2022,22.55,42.47,6.33,1.72,0,27.36,96.46
4/17/2022,23.77,39.91,6.97,1.8,0,24.4,96.37
4/18/2022,21.13,49.9,8.51,1.8,0,26.13,96.38
4/19/2022,16.14,64.43,8.4,2.83,0.01,22.85,96.48
4/20/2022,14.27,60.24,5.57,3.17,0.01,26.2,96.5
4/21/2022,14.18,59.11,4.24,2.22,0.01,29.81,96.25
4/22/2022,14.08,69.82,7.71,3.46,0.29,29.02,95.96
4/23/2022,15.44,66.23,8.23,2.71,1.21,20.97,96.18
4/24/2022,14.96,66.59,7.97,2.67,0.05,19.08,96.13
4/25/2022,16.87,64.62,9.15,2.6,0.63,27.19,95.93
4/26/2022,16.64,66.59,9.46,3.06,0.55,25.67,96.11
4/27/2022,17.3,66.41,9.74,2.92,0.16,28.27,96.5
4/28/2022,16.95,63.94,8.34,3.56,0.04,29.5,96.58
4/29/2022,18.19,57.38,6.79,3.08,0.01,29.53,96.47
4/30/2022,21.15,44.17,6.1,2.31,0,26.56,96.63
5/1/2022,21.21,43.58,6.14,2.1,0.01,28.95,96.78
5/2/2022,18.24,59.87,8.56,2.66,0.08,30.02,96.57
5/3/2022,16.1,68.19,9.41,2.73,0.59,23.82,96.19
5/4/2022,17.05,63.72,9.17,2.25,0.22,28.51,96.36
5/5/2022,19.38,56.06,8.24,3.14,0.03,30.07,96.61
5/6/2022,22.69,43.36,6.71,2.45,0,29.63,96.68
5/7/2022,23.75,36.98,5.65,2.34,0,29.72,96.56
5/8/2022,25.15,35.56,6.36,2.43,0,29.41,96.36
5/9/2022,27.21,30.74,5.57,2.1,0,30.15,96.36
5/10/2022,26.65,31,4.74,1.72,0,30.29,96.33
5/11/2022,25.66,34.19,6.7,2.36,0.05,28.06,96.33
5/12/2022,25.2,43.57,10.81,2.92,3.85,22.59,96.41
5/13/2022,25.49,44.23,10.07,2.37,0,27.36,96.54
5/14/2022,23.19,47.09,9.83,2.47,0,26.71,96.56
5/15/2022,21.19,59.49,11.19,2.24,0.01,30.34,96.74
5/16/2022,22.86,57.67,12.35,3.02,0,30.05,96.72
5/17/2022,23.75,52.11,10.94,2.61,0,29.54,96.64
5/18/2022,24.16,55.06,12.57,2.98,0,30.23,96.39
5/19/2022,29.03,36.85,6.19,2.49,0,30.25,96.08
5/20/2022,27.94,38.91,9.84,2.7,0,25.03,96.18
5/21/2022,26.4,45,10.88,3.14,0,26.65,96.47
5/22/2022,23.41,53.24,12.06,3.24,0,24.91,96.49
5/23/2022,24.64,52.92,12.42,3.29,0,27.15,96.17
5/24/2022,21.73,56.85,11.38,3.38,0,26.76,96.34
5/25/2022,21.4,50.7,8.41,2.94,0,29.74,96.47
5/26/2022,24.71,44.34,9.04,1.73,0,29.55,96.44
5/27/2022,28.03,32.3,8.1,3.03,0.03,21.05,96.41
5/28/2022,25.22,49.45,12.84,3.41,0.08,26.1,96.33
5/29/2022,20.84,60.96,11.59,3.41,0.07,19.89,96.22
5/30/2022,21.68,51.76,9.04,1.9,0.01,31.68,96.16
5/31/2022,23.58,44.85,8.67,3.05,0,31.39,96.31
6/1/2022,23.25,50.35,10.28,3.32,0,29.91,96.52
6/2/2022,21.57,59.26,11.94,2.63,0,23.34,96.48
6/3/2022,21.49,56.87,10.95,2.74,0,28.06,96.51
6/4/2022,22.06,57.51,12.15,3.48,0,26.41,96.65
6/5/2022,23.42,55.38,12.67,3.84,0,31.19,96.72
6/6/2022,24.77,53.21,13.07,3.52,0,26.54,96.69
6/7/2022,24.87,53.45,13.27,3.27,0,30.01,96.73
6/8/2022,25.87,49.82,12.18,3.98,0,30.58,96.62
6/9/2022,26.34,50.2,13.21,3.68,0,30.44,96.37
6/10/2022,27.77,51.96,15.49,3,0,29.23,96.25
6/11/2022,31.15,39.77,13.67,2.53,0,25.34,96.18
6/12/2022,30.95,33.37,11.23,1.83,0.14,23.46,96.33
6/13/2022,31.75,31.64,12.09,2.76,0.02,22.18,96.3
6/14/2022,31.77,30.53,11.3,3.32,0.45,11.62,96.26
6/15/2022,28.87,42.98,12.72,3.55,0.02,17.88,96.39
6/16/2022,24.71,57.09,14.41,3.73,0.01,26.94,96.5
6/17/2022,26.66,53.24,14.01,3.73,0,29.19,96.49
6/18/2022,27.66,47.42,13.28,3.8,0,27.03,96.44
6/19/2022,25.8,48.81,12.72,3.61,0,25.8,96.25
6/20/2022,24.89,55.71,14.35,3.93,0.18,24.08,96.24
6/21/2022,22.05,58.31,12.81,4.01,0.16,25.65,96.37
6/22/2022,22.28,49.64,9.39,3.08,0.02,29.31,96.47
6/23/2022,22.06,53.17,10.3,3,0.01,31.1,96.56
6/24/2022,22.74,56.09,11.7,3.6,0.07,29.59,96.56
6/25/2022,23.2,55.37,12.12,4.34,0,31.11,96.27
6/26/2022,22.25,58.3,12.7,4.61,0,30.27,96.28
6/27/2022,21.83,51.25,10.25,4.73,0,30.42,96.56
6/28/2022,22.57,52.33,10.8,4,0,31.04,96.54
6/29/2022,23.27,52.83,11.31,3.81,0,30.87,96.43
6/30/2022,22.54,54.23,11.43,4.07,0.04,30.28,96.28
7/1/2022,23.6,50.82,11.2,3.71,0,30.67,96.24
7/2/2022,23.43,57.78,13.07,3.47,0,28.62,96.61
7/3/2022,23.85,56.77,13.38,3.24,0,28.04,96.73
7/4/2022,25.39,54.06,13.95,3.53,0,26.25,96.61
7/5/2022,25.36,52.33,13.64,3.3,0.01,27.21,96.65
7/6/2022,28.38,43.08,12.54,3.06,0.01,28.17,96.61
7/7/2022,31.62,33.59,11.52,2.69,0.04,27.47,96.58
7/8/2022,34.88,22.71,8.29,2.52,0,28.12,96.48
7/9/2022,35.25,17.83,3.94,2.49,0,28.74,96.38
7/10/2022,35.4,14.35,1.33,2.57,0,30.17,96.13
7/11/2022,34.31,20.32,5.04,2.66,0,27.53,95.88
7/12/2022,31.53,36.75,11.73,2.86,0,27.05,96.16
7/13/2022,34.48,27.12,9.35,2.22,0,26.49,96.37
7/14/2022,33.57,34.71,13.79,2.62,0,26.22,96.23
7/15/2022,31.93,41.49,14.44,2.84,0.06,27,96.14
7/16/2022,30.58,42.52,14.26,2.96,0,27.44,96.26
7/17/2022,30.67,42.08,14.47,3.05,0,25.25,96.43
7/18/2022,29.96,46.47,15.77,3.71,0,23.21,96.49
7/19/2022,31.25,38.89,13.86,3.76,0,26.75,96.43
7/20/2022,33.57,29.73,11.54,2.63,0.2,19.28,96.39
7/21/2022,36.09,23.04,10.08,2.78,0.04,21.64,96.3
7/22/2022,37.11,22.83,10.66,2.4,0,24.04,96.28
7/23/2022,37.98,19.41,8.83,3.03,0,19.75,96.3
7/24/2022,38.32,19.8,9.92,2.12,0.08,20.15,96.32
7/25/2022,36.85,22.11,10.43,3.05,0.02,26.31,96.42
7/26/2022,33.79,22.99,7.28,3.66,0,29.05,96.5
7/27/2022,29.57,38.86,11.91,3.77,0,28.45,96.39
7/28/2022,27.41,46.47,12.97,3.72,0.02,29.08,96.22
7/29/2022,28.44,48.57,14.8,3.88,0.03,28.5,96.28
7/30/2022,31.7,38.48,12.81,3.22,0,28.07,96.25
7/31/2022,36.59,21.47,7.5,2.52,0,25.33,96.19
8/1/2022,35.35,27.21,9.69,3.01,0,23.36,96.21
8/2/2022,35.94,24.06,9.52,2.74,0,23.62,96.11
8/3/2022,31.25,39.05,12.83,3.21,0,27.82,96.14
8/4/2022,29.3,39.76,11.4,3.23,0,27.72,96.15
8/5/2022,30.18,33.53,8.79,2.87,0,28.02,96.27
8/6/2022,30.34,34.87,10.11,3.1,0,26.36,96.42
8/7/2022,27.88,44.13,11.81,2.8,0,29.15,96.45
8/8/2022,27.02,47.77,12.35,3.34,0,29.61,96.39
8/9/2022,26.13,50.6,13.11,3.13,0.04,28.62,96.36
8/10/2022,26.86,46.33,11.55,3.26,0,28.12,96.31
8/11/2022,27.9,46.64,13.16,3.38,0,24.6,96.29
8/12/2022,32.34,39.47,13.44,2.92,0,22.65,96.13
8/13/2022,30.97,43.77,15.45,3.52,0.02,25.27,96.19
8/14/2022,26.76,53.34,15.74,3.5,0,22.45,96.35
8/15/2022,25.91,48.25,12.74,3.51,0,22.06,96.26
8/16/2022,24.41,54.14,12.98,3.61,0,27.9,96.18
8/17/2022,24.49,51.95,12.41,4.2,0,28.56,96.19
8/18/2022,27.14,42.32,9.41,3.03,0,28.92,96.15
8/19/2022,31.79,23.62,5.67,2.37,0,24.36,96.2
8/20/2022,34,20.96,6.78,2.6,0,16.9,96.39
8/21/2022,33.75,24.94,8.37,3.15,0,21.29,96.42
8/22/2022,30.78,32.35,9.69,3.17,0,26.12,96.15
8/23/2022,28.83,44.74,12.94,2.76,0,22.57,96.17
8/24/2022,27.13,52.83,15.45,3.44,0.01,22.97,96.33
8/25/2022,27.21,52.83,15.26,3.85,0,24.31,96.31
8/26/2022,27.11,54.58,15.67,3.85,0,25.22,96.11
8/27/2022,24.4,60.03,15.37,3.53,0,24.1,95.98
8/28/2022,24.59,58.4,14.92,3.76,0,24.51,96
8/29/2022,29.45,45.58,14.39,2.92,2.52,21.11,96.27
8/30/2022,29.68,43.43,15.48,2.42,0.27,7.87,96.62
8/31/2022,31.36,40.53,14.69,3.07,0.16,20.22,96.57
9/1/2022,29.02,40.32,13.49,3.6,0.67,18.92,96.47
9/2/2022,26.88,43.48,12.64,2.83,0.01,17.61,96.47
9/3/2022,25.96,54.33,14.69,3.78,0,24.62,96.47
9/4/2022,25.23,49.31,11.99,3.22,0,25.99,96.68
9/5/2022,25.63,47.43,11.41,3.69,0,25.57,96.85
9/6/2022,23.91,58.99,14.67,3.7,0,22.48,96.75
9/7/2022,24.73,53.12,12.63,3.6,0,25.6,96.57
9/8/2022,25.68,46.57,11.16,3.64,0.01,25.66,96.51
9/9/2022,26.5,51.27,13.95,2.87,0.01,23.5,96.57
9/10/2022,28.97,47.17,14.42,2.17,0.01,19.66,96.48
9/11/2022,30.34,38.67,12.71,2.65,0.01,21.4,96.2
9/12/2022,25.2,55.5,14.42,3.02,0,15.4,96.1
9/13/2022,23.68,63.8,15.64,3.19,0.02,18.54,96.2
9/14/2022,23.33,59.57,13.52,2.76,0.04,23.1,96.36
9/15/2022,23.66,59.89,13.89,3.27,0.08,23.71,96.44
9/16/2022,23.53,64.24,15.29,4.13,0.06,18.32,96.22
9/17/2022,24.27,58.95,14.65,3.36,0.02,18.96,95.9
9/18/2022,23.67,63.11,15.34,3.32,0.12,19.83,95.87
9/19/2022,23.73,60.69,14.69,2.9,0.12,15.49,96.3
9/20/2022,24.62,60.83,15.12,2.54,0.17,21.12,96.48
9/21/2022,25.29,58.5,14.5,2.83,0.03,23.29,96.51
9/22/2022,24.46,59.99,14.65,2.66,0.11,23.4,96.51
9/23/2022,24.72,61.09,15.41,2.61,0.02,23.12,96.4
9/24/2022,24.58,62.32,15.9,2.56,0.09,16.72,96.38
9/25/2022,20.4,72.39,15.14,2.54,7.3,6.27,96.27
9/26/2022,20.19,63.74,12.41,2.58,0.22,10.81,96.46
9/27/2022,20.11,57.55,9.97,2.25,0,21.9,96.82
9/28/2022,20.17,60.75,10.63,2.39,0.04,23.19,96.73
9/29/2022,20,65.34,12.09,2.9,0.06,21.65,96.44
9/30/2022,19.95,62.69,11.58,3.5,0.14,18.29,96.28
10/1/2022,21.93,50.68,9.29,2,0.04,21.37,96.43
10/2/2022,24.93,36.44,7.77,1.97,0,15.97,96.57
10/3/2022,26.38,30.91,6.5,1.86,0,19.17,96.88
10/4/2022,25.06,36.77,7.49,1.76,0,20.87,96.77
10/5/2022,23.26,54.16,11.89,2.5,0.05,19.32,96.7
10/6/2022,24.81,40.41,8.07,1.7,0,20.31,96.52
10/7/2022,27.56,29.84,7.19,2.67,0.89,18.55,96.21
10/8/2022,25.34,51.21,12.96,2.14,0.03,16.26,96.16
10/9/2022,23.47,57.09,13.72,2.44,0.23,16.17,96.47
10/10/2022,21.72,61.9,13.11,2.24,0.08,13.93,96.63
10/11/2022,20.27,65.93,12.88,2.51,0.88,15.9,96.52
10/12/2022,18.34,79.3,14.49,3.11,10.19,12.78,96.47
10/13/2022,20.74,69.57,14.05,1.77,0.6,19.45,96.63
10/14/2022,23.18,43.22,7.79,1.5,0,19.58,96.62
10/15/2022,25.26,41.97,10.45,1.8,0.58,15.81,96.48
10/16/2022,25.56,38.51,9.53,2.75,0.86,8.63,96.4
10/17/2022,26.02,40.18,10.54,2.24,0,16.78,96.73
10/18/2022,25.93,38.1,9.85,2.2,0,15.06,97.03
10/19/2022,25.87,36.69,8.82,2.32,0,16.63,96.8
10/20/2022,25.31,38.18,8.75,2.53,0,16.92,96.56
10/21/2022,25.12,37.02,7.66,2.49,0,18.33,96.62
10/22/2022,25.02,36.34,6.8,3.22,0,16.97,96.58
10/23/2022,24.16,34.87,4.86,2.53,0,16.13,96.58
10/24/2022,25.84,25.34,2.25,2.5,0,15.35,96.55
10/25/2022,25.18,26.37,3.27,2.94,0,13.43,96.59
10/26/2022,26.83,23.08,2.35,2.53,0,17.3,96.59
10/27/2022,25.84,22.91,1.01,1.79,0,18.14,96.89
10/28/2022,25.25,17.94,-2.57,2.03,0,17.19,96.91
10/29/2022,25.42,17.43,-1.81,2.56,0,13.07,96.73
10/30/2022,24.8,21.25,-0.13,1.78,0,15.62,96.6
10/31/2022,23.59,24.6,1.28,2.14,0,16.8,96.83
11/1/2022,23.76,34.05,5.01,2.04,0,10.9,97.03
11/2/2022,22.39,42.37,7.25,2.05,0,14.84,97.01
11/3/2022,20.64,53.64,9.9,1.51,0,16.86,97.05
11/4/2022,20.64,49.62,7.91,1.62,0,16.82,96.93
11/5/2022,20.92,51.6,8.95,1.47,0,16.63,96.79
11/6/2022,21.53,61.01,12.19,1.54,0,16.47,96.82
11/7/2022,21.99,43.88,6.55,2.01,0,16.42,96.79
11/8/2022,21.14,44.86,6.75,1.39,0,13.91,96.73
11/9/2022,18.88,53.62,7.94,1.35,0,15.63,96.84
11/10/2022,19.25,56.98,9.11,1.98,0,16,96.66
11/11/2022,19.79,44.03,4.77,1.87,0,16.27,96.44
11/12/2022,21.53,27.76,0.53,3.24,0,15.35,96.61
11/13/2022,21.99,25.85,0.37,2.47,0,13.23,96.91
11/14/2022,22.3,26.33,0.61,1.42,0,14.44,97.03
11/15/2022,21.39,32.94,2.98,1.94,0,12.4,97.01
11/16/2022,19.76,34.61,1.71,2.05,0,12.72,96.91
11/17/2022,18.31,53.31,6.91,1.52,0.04,15.7,96.78
11/18/2022,17.62,75.37,12.76,2.92,0.81,13.33,96.86
11/19/2022,14.85,61.76,6.5,3.8,0.01,15.81,97.17
11/20/2022,14.86,55.02,4.67,2.86,0,15.29,97.28
11/21/2022,16.46,56.91,6.38,1.71,1.1,15.05,97.32
11/22/2022,16.86,63.95,8.92,2.18,8.41,14.25,97.19
11/23/2022,17.68,57.48,7.55,1.77,2.09,14.62,96.95
11/24/2022,18.63,61.14,8.94,1.69,6.2,12.3,96.87
11/25/2022,18.01,67.01,10.9,1.81,10.81,14.12,97.03
11/26/2022,19.77,40.24,4.53,1.6,0.25,14.45,97.15
11/27/2022,19.05,43.42,4.7,1.77,0.1,14.59,97.15
11/28/2022,16.54,63.65,8.48,2.7,0.14,14.71,97
11/29/2022,14.78,46.19,1.78,1.83,0,14.92,96.67
11/30/2022,14.44,47.91,2.5,1.36,0.01,13.84,96.47
12/1/2022,13.3,78.86,9.4,2.75,8.58,10.38,96.12
12/2/2022,14.78,81.71,11.32,1.74,3.15,11.68,95.8
12/3/2022,14.33,80.38,10.4,1.86,0.68,13.81,95.77
12/4/2022,15.9,67.01,8.84,1.4,0.1,11.25,95.92
12/5/2022,16.51,64.31,9.1,4.45,0.67,7.19,96.08
12/6/2022,16.12,69.99,10.21,1.49,0.59,10.42,96.54
12/7/2022,17.14,56.64,7.65,2.21,0.42,9.62,96.06
12/8/2022,17,67.67,10.79,2.86,4.13,2.79,95.8
12/9/2022,15.98,81.42,12.58,4.68,3.75,8.58,96.16
12/10/2022,15.92,69.67,9.91,2.49,1.12,11.36,96.63
12/11/2022,17.53,69.37,11.52,2.21,1.62,10.16,96.63
12/12/2022,17.7,77.87,13.3,2.12,0.45,11.35,96.76
12/13/2022,18.96,65.43,11.77,2.49,0.22,12.2,96.65
12/14/2022,17.38,70.67,11.65,4.63,8.05,9.5,96.31
12/15/2022,13.99,84.46,11.26,5.35,9,9.96,96.17
12/16/2022,13.45,84.38,10.59,2.43,3.56,12.71,96.41
12/17/2022,13.86,76.96,9.24,1.39,0.13,13.68,96.78
12/18/2022,15.57,61.58,7.26,1.74,0,13.57,97.08
12/19/2022,15.95,51.63,5.16,1.63,0,13.29,97.3
12/20/2022,15.51,56.27,5.72,1.44,0,12.33,97.44
12/21/2022,14.6,62.88,6.64,1.5,0.02,13.13,97.59
12/22/2022,15.91,63.02,7.9,1.37,0.03,12.65,97.51
12/23/2022,16.74,54.55,6.65,1.41,0,13.23,97.34
12/24/2022,16.29,47.57,3.98,1.61,0,13.19,97.18
12/25/2022,15.79,48.5,4.08,1.54,0,12.57,96.91
12/26/2022,14.75,44.37,1.2,2.02,0,13.25,97.04
12/27/2022,14.3,43.48,1.15,2.14,0,13.46,97.27
12/28/2022,13.74,54.75,3.45,2.2,0.04,12.82,97.31
12/29/2022,14.18,46.41,1.4,1.32,0.01,13.46,97.38
12/30/2022,15.14,40.96,0.89,1.64,0,13.14,97.37
12/31/2022,16.06,47.02,3.98,1.83,0,8.87,97.33
1/1/2023,14.98,47.78,3.1,1.97,0,13.23,97.17
1/2/2023,14.73,50.92,3.23,1.53,0,12.85,97.19
1/3/2023,14.35,61.23,5.43,1.58,0,11.71,97.4
1/4/2023,14.13,55.79,4.01,1.38,0,12.54,97.44
1/5/2023,13.65,50.27,2.22,1.82,0,13.6,97.3
1/6/2023,13.81,51.31,2.78,1.2,0,13.75,97.32
1/7/2023,12.89,58.1,3.68,1.22,0,13.39,97.43
1/8/2023,13.56,59.13,4.57,1.32,0.01,13.88,97.61
1/9/2023,14.17,69.58,7.93,1.65,0.02,13.98,97.68
1/10/2023,14.85,68.22,8.3,1.59,0.02,13.93,97.61
1/11/2023,14.51,79.94,10.75,2.09,0.42,9.4,97.55
1/12/2023,12.97,78.84,8.85,2.33,0.22,14.22,97.35
1/13/2023,14.03,67.07,6.68,1.69,0.05,14.02,97.37
1/14/2023,14.15,62.69,6.05,1.19,0.03,14.47,97.31
1/15/2023,13.54,63.78,5.84,1.35,0.04,14.62,97.36
1/16/2023,11.93,73.6,6.62,1.93,0.05,15.14,97.27
1/17/2023,11.83,78.52,7.75,1.67,0.16,13.01,96.92
1/18/2023,12.12,76.3,7.72,2.34,0.7,9.99,96.9
1/19/2023,9.64,70.23,3.35,3.24,0,15.62,97.19
1/20/2023,9.94,63.86,2.03,2.29,0.01,15.58,97.11
1/21/2023,11.72,75.96,6.99,2.16,0.04,15.39,96.98
1/22/2023,12.48,77.82,8.13,2.45,0.04,15.61,96.82
1/23/2023,11.03,66.63,4.19,1.85,0.01,15.85,96.65
1/24/2023,8.84,60.86,0.39,2.03,0,16.2,96.63
1/25/2023,7.65,68.05,1.66,1.81,0.03,15.66,96.79
1/26/2023,8.03,60.09,-1.1,1.53,0,16.21,97.02
1/27/2023,7.68,81.4,4.56,2.34,4.31,10.6,96.72
1/28/2023,7.91,72.46,2.58,1.63,0.21,14.52,96.63
1/29/2023,7.63,61.22,-0.27,1.43,0,16.2,96.65
1/30/2023,9.41,52.18,-0.95,1.72,0,15.84,96.81
1/31/2023,10.82,44.66,-1.65,2.24,0,9.22,97.1
2/1/2023,9.19,57.88,0.07,1.27,0.01,9.09,97.26
2/2/2023,9.57,51.25,-1.3,1.76,0,16.77,97.22
2/3/2023,10.13,36.99,-4.99,1.94,0,16.67,97.22
2/4/2023,11.14,41.01,-3.22,1.59,0,16.05,97.38
2/5/2023,12.03,50.48,0.19,1.58,0.01,16.59,97.31
2/6/2023,12.12,55,1.62,1.61,0,16.21,96.89
2/7/2023,10.91,64.25,3.39,1.22,0.07,13.42,96.54
2/8/2023,10.43,71.19,4.62,1.93,0.03,16.47,96.78
2/9/2023,12.78,53.86,1.4,1.54,0,16.8,96.91
2/10/2023,13.12,48.97,2.18,1.39,0.17,4.38,96.89
2/11/2023,14.15,56.27,4.66,1.97,0.04,10.94,96.89
2/12/2023,15.2,52.73,4.27,1.68,0,16.86,97.05
2/13/2023,16.07,49.45,4.21,1.72,2.56,9.04,97.11
2/14/2023,13.14,75.59,8.81,1.84,1.21,7.95,97.21
2/15/2023,10.89,73.72,6.05,2.3,2.12,3.83,96.89
2/16/2023,10.27,86.22,7.95,3.18,6.18,4.26,96.78
2/17/2023,14.42,60.68,6.29,1.9,1.06,8.08,96.56
2/18/2023,15.84,55.43,6.02,1.3,0.16,12.56,96.68
2/19/2023,15.4,52.09,4.35,1.63,0.01,12.97,96.65
2/20/2023,17.04,52.59,5.82,2.32,0.01,15.62,96.62
2/21/2023,17.26,54.45,6.48,2.15,0.02,14.55,96.59
2/22/2023,16.71,63.99,8.52,1.76,0.06,17.27,96.51
2/23/2023,14.82,72.98,9.44,3.2,4.04,13.42,96.02
2/24/2023,10.6,71.92,5.17,2.29,8.99,12.63,96.09
2/25/2023,10.38,70.86,4.61,2.02,1.11,18.6,96.28
2/26/2023,12.22,81.29,8.97,4.4,12.01,8.1,96.23
2/27/2023,12.49,76.61,7.85,2.05,5.34,19.01,96.71
2/28/2023,14.1,71.88,8.31,1.82,1.35,18.04,96.92
3/1/2023,13.58,72.09,7.7,1.65,1.29,18.61,96.76
3/2/2023,14.57,69.9,8.41,1.73,0.52,16.62,96.73
3/3/2023,15.46,76.03,10.63,1.82,1.25,15.1,96.59
3/4/2023,14.98,67.24,7.89,1.17,0,19.84,96.55
3/5/2023,15.49,60.9,6.43,1.28,0,21.27,96.53
3/6/2023,16.23,60.42,6.89,1.27,0,21.02,96.5
3/7/2023,17.5,65.66,9.46,1.48,0,21.95,96.55
3/8/2023,18.11,64.35,10.06,1.42,0,21.59,96.6
3/9/2023,16.96,72.09,11.17,1.99,0,20.87,96.91
3/10/2023,18.18,64.56,9.93,2.4,0,22.71,97.04
3/11/2023,20.72,46.97,6.43,2.03,0,22.73,97.02
3/12/2023,21.92,32.55,2.02,1.69,0,23.44,96.82
3/13/2023,18.79,40.84,3.43,1.86,0,22.71,96.85
3/14/2023,18.23,54.02,6.63,2.79,0,23.28,96.68
3/15/2023,20.96,42.74,4.76,1.71,0,23.8,96.2
3/16/2023,19.53,44.39,5.28,2.16,0,22.13,96.17
3/17/2023,16.34,64.88,8.71,2.53,0,18.34,96.5
3/18/2023,14.55,70.2,8.2,2.65,0,17.52,96.63
3/19/2023,15.23,62.53,6.26,2.81,0,24.96,96.57
3/20/2023,16.65,48.52,3.18,1.6,0,25.1,96.4
3/21/2023,18.17,45.3,4.08,1.68,0,24.44,96.39
3/22/2023,19.7,42.25,4.42,2.02,0,23.77,96.33
3/23/2023,20.39,40.96,4.51,2.44,0,24.2,96.42
3/24/2023,19.68,45.14,5.23,1.8,0,24.89,96.82
3/25/2023,20.58,41.4,4.56,2.01,0,25.04,96.86
3/26/2023,21.46,46.97,7.17,2.29,0,24.4,96.83
3/27/2023,22.46,39.5,5.81,2.2,0,24.03,96.6
3/28/2023,23.29,35.51,4.8,1.96,0,24.4,96.55
3/29/2023,24.98,29.07,3.26,2.08,0,25.06,96.87
3/30/2023,24.19,32.37,4.3,2.38,0,24.72,97.23
3/31/2023,21.75,39.01,4.85,2.75,0,25.93,97.18
4/1/2023,20,52.81,8.28,3.17,0.02,26.39,97.09
4/2/2023,19.45,58.3,8.95,3.47,0.02,26.3,96.75
4/3/2023,18.76,55.95,6.83,2.45,0.08,26.56,96.29
4/4/2023,14.53,73.2,9.2,3.01,7.8,17.33,95.91
4/5/2023,15.38,69.97,9.06,2.4,4.45,15.41,95.39
4/6/2023,18.29,57.97,8.09,1.87,0,22.71,95.79
4/7/2023,20.85,44.97,6.56,1.55,0.01,23.35,96.03
4/8/2023,20.58,51.12,8.51,1.6,0.38,15.08,96.34
4/9/2023,22.01,39.61,5.76,1.78,0,21.39,96.7
4/10/2023,22.85,38.39,6.35,2.39,0,24.31,97.03
4/11/2023,22.64,37.6,5.06,2.3,0,26.7,96.94
4/12/2023,21.25,38.97,4.17,1.99,0,26.6,96.74
4/13/2023,18.11,59.44,8.02,2.95,0,27.81,96.69
4/14/2023,18.5,50.55,4.93,3.04,0,28.08,96.65
4/15/2023,20.84,47.01,5.87,3.15,0,28.43,96.5
4/16/2023,23.99,35.95,4.93,1.69,0,28.28,95.96
4/17/2023,25.41,31.1,4.84,2.18,0,25.64,95.59
4/18/2023,23.48,39.66,7.18,2.73,0.06,23.54,95.43
4/19/2023,18.36,69.73,12.18,2.57,1.77,20.9,95.86
4/20/2023,19.01,62.1,10.37,2.62,0.09,22.58,95.97
4/21/2023,18.97,55.01,8.06,2.33,0,26.61,95.94
4/22/2023,19.44,52.71,7.86,2.17,0,28.17,96.18
4/23/2023,21.14,56.14,10.38,3.26,0,26.56,96.22
4/24/2023,23.23,41.64,6.55,2.41,0,27.81,96.29
4/25/2023,27.36,27.84,4.63,2.2,0,26.93,96.25
4/26/2023,29.27,25.3,4.84,2.32,0,26.83,96.16
4/27/2023,29.53,25.57,5.93,2.62,0,26.94,96.13
4/28/2023,27.59,32.22,7.98,2.54,0,25.19,96.47
4/29/2023,24.71,42.84,9.08,2.97,0.01,27.6,96.68
4/30/2023,24.02,48.3,10.15,3.06,0.01,28.02,96.47
5/1/2023,23.29,43.27,6.5,2.8,0.02,29.47,96.29
5/2/2023,26.75,31.78,6.03,2.08,0,29.14,96.04
5/3/2023,24.49,39.61,7.97,2.31,0,26.2,96.47
5/4/2023,22.95,45.8,9.32,3.36,0,26.28,96.72
5/5/2023,21.83,55.64,11.27,4.13,0.06,27.33,96.58
5/6/2023,20.25,56.52,9.51,3.45,0,27.9,96.6
5/7/2023,21.99,56.75,10.95,4.31,0,29.74,96.58
5/8/2023,24.88,48.4,10.48,3.42,0,29.1,96.76
5/9/2023,25.81,43.75,9.65,3.18,0,28.88,96.77
5/10/2023,25.59,43.7,9.51,3.17,0,29.17,96.48
5/11/2023,22.88,48.47,9.12,3.16,0,30.72,96.27
5/12/2023,21.67,52.09,8.8,2.92,0,29.45,96.23
5/13/2023,19.86,51.78,7.15,3.31,0,30.39,96.36
5/14/2023,20.68,48.55,6.07,2.98,0,30.95,96.69
5/15/2023,21.35,41.94,4.05,2.92,0,30.49,96.56
5/16/2023,19.81,55.67,8.69,2.76,1.98,24.04,96.19
5/17/2023,18.22,64.8,10.7,3.83,2.01,20.72,96.25
5/18/2023,16.72,65.63,9.53,2.39,1.07,18.09,96.36
5/19/2023,19.2,56.28,8.34,1.95,0.17,30.19,96.49
5/20/2023,18.48,58.52,8.77,2.78,0.02,28.87,96.16
5/21/2023,16.62,63.27,8.69,3.71,1.15,18.35,95.98
5/22/2023,17.94,59.43,8.59,2.84,0.59,24.23,96.09
5/23/2023,18.54,60.06,9.24,2.48,0.4,25.93,96.15
5/24/2023,19.85,57.08,9.56,2.28,0.04,26.43,96.24
5/25/2023,21.13,59.59,11.58,2.65,0.05,26.95,96.32
